commentBody,DisplayName,Latitude,Location,Longitude,Status_Accepted,UserComments,UserID,ApproveDate,CommentSequence,EditorsSelection,NumberofRecords,RecommendationCount,TimesPeople,ArticleRelevance,AVGcommentspermonth,AVGBrevity,AVGPersonalXP,AVGPicks,AVGReadability,AVGRecommendationScore,Brevity,ConversationalRelevance,PersonalXP,Readability,RecommendationScore
"The FBI did not list the legally of slavery and Bull Conner or white supremacism as affecting police attitudes toward black males. He said police officers of all races, not just white officers, share a cynical attitude toward black males because \""black men commit a hugely disproportionate percent of street crimes.\"" You may disagree with him, but his is why the director is being applauded for his candor. ",William Case,31.816038,Texas,-99.512099,approved,api.nytimes.com/svc/community/v2/comments/user/id/60790181.xml,60790181,"1,423,860,889","14,131,447",0,1,1,1,76.60833815,20.10602448,33.71492317,5.493890154,7.033639207,52.53698782,8.550698566,23.5915493,88.37114272,0,49.65831435,0
"The FBI director did not say that black men are arrested at much higher rates than white men. He said \""black men commit a hugely disproportionate percent of street crimes.\"" The New York Times has purposely used an inaccurate indirect quote to distort what the director actually said. ",William Case,31.816038,Texas,-99.512099,approved,api.nytimes.com/svc/community/v2/comments/user/id/60790181.xml,60790181,"1,423,857,073","14,131,120",0,1,3,1,66.71859028,20.10602448,33.71492317,5.493890154,7.033639207,52.53698782,8.550698566,16.54929577,60.54039505,0,37.35763098,17.43104403
"The FBI director said police officers of all races harbor a cynical attitude toward black men because \""black men commit a hugely disproportionate percent of street crimes.\"" President Obama and Attorney General Eric Holder always have always blamed racist white cops, not the hugely disproportional black crime rate. Do you really think President Obama or Eric Holder would ever say such  a thing? ",William Case,31.816038,Texas,-99.512099,approved,api.nytimes.com/svc/community/v2/comments/user/id/60790181.xml,60790181,"1,423,857,063","14,131,071",0,1,3,1,71.74712171,20.10602448,33.71492317,5.493890154,7.033639207,52.53698782,8.550698566,21.83098592,77.25714279,0,46.46924829,17.43104403
"The FBI director said police officers of all races share the same attitudes toward black males. He attributed this to the fact that black males commit a disproportionate percent of crimes. Most people  killed by police are white. A USA Today study conducted after the Michael Brown shooting revealed that on average white police officers each year kill about 400 people, including about 96 African Americans. This means that about 24 percent of those killed by white police officers are black. African Americans make up only about 13 percent of the population, but the racial disparity in fatal police shootings is smaller than the racial disparity in crimes committed.  According to FBI Uniform Crime Report Data Table 43: Arrests), blacks made up 38.7 percent of those arrested for violent crimes, including 52.3 percent of those arrested for murder or manslaughter and 56.4 percent of those arrested for robbery. ",William Case,31.816038,Texas,-99.512099,approved,api.nytimes.com/svc/community/v2/comments/user/id/60790181.xml,60790181,"1,423,847,934","14,128,834",0,1,1,1,73.10730964,20.10602448,33.71492317,5.493890154,7.033639207,52.53698782,8.550698566,52.81690141,93.03801937,0,66.05922551,0
"The FBIU director said cops of all races share a cynical attitude toward black males because \""black men commit a hugely disproportionate percent of street crimes.\""  He did not say cops with low melanin levels have cynical attitudes toward people with high melanin levels. ",William Case,31.816038,Texas,-99.512099,approved,api.nytimes.com/svc/community/v2/comments/user/id/60790181.xml,60790181,"1,423,860,922","14,131,570",0,1,0,1,52.38029803,20.10602448,33.71492317,5.493890154,7.033639207,52.53698782,8.550698566,15.14084507,57.93391636,0,37.35763098,0
"The five New York City police officers who attempted to arrest Eric Garner were part of a task force specifically order to crackdown on vendors selling untaxed cigarettes, a crime that cost the city and state tens of millions of dollars in lost sales tax revenue. The officers moved in on Garner after they watched him sell cigarettes to an undercover officer. Asking Gartner to please stop selling untaxed cigarettes would not have worked. He had been arrested several times for selling untaxed cigarettes. The officer in charge of the squad that confronted Garner was black.  According to Police Commissioner Bill Bratton, an ambulance was immediately called to the scene and Garner was transported to Richmond University Medical Center. He had a heart attack in the vehicle and was pronounced dead approximately one hour later at the hospital.\"" Garner wasn\'t choked to death. He died of a heartattack brought on by the exertion of resisting  arrest.\""<br/><br/><a href=\""http://www1.nyc.gov/office-of-the-mayor/news/360-14/transcript-mayor-de-blasio-holds-media-availability-police-commissioner-bratton-the-death\"" title=\""http://www1.nyc.gov/office-of-the-mayor/news/360-14/transcript-mayor-de-blasio-holds-media-availability-police-commissioner-bratton-the-death\"" target=\""_blank\"">http://www1.nyc.gov/office-of-the-mayor/news/360-14/transcript-mayor-de-...</a>",William Case,31.816038,Texas,-99.512099,approved,api.nytimes.com/svc/community/v2/comments/user/id/60790181.xml,60790181,"1,423,847,625","14,128,192",0,1,2,1,28.26482529,20.10602448,33.71492317,5.493890154,7.033639207,52.53698782,8.550698566,55.28169014,33.57989503,0,79.27107062,10.99776432
"The New York Times has purposely distorted what the FBI director actually said. He did not say police officers treat black males with cynicism because \""black men are arrested at much higher rates than white men\"" as the article asserts. He said police officers have cynical attitudes toward black males because they \""commit a hugely disproportionate percent of street crime.\"" ",William Case,31.816038,Texas,-99.512099,approved,api.nytimes.com/svc/community/v2/comments/user/id/60790181.xml,60790181,"1,423,846,033","14,126,197",0,1,2,1,89.10380177,20.10602448,33.71492317,5.493890154,7.033639207,52.53698782,8.550698566,20.77464789,87.8056561,0,49.65831435,10.99776432
"The police departments that do report cover more than 93 percent of the population. Most departments that do not report are small town police  departments which have never had a police shooting fatality. It would be nice to have exact figures, but the totals would only change slightly. Imagine an opinion poll that sampled 93 percent of Americans. ",William Case,31.816038,Texas,-99.512099,approved,api.nytimes.com/svc/community/v2/comments/user/id/60790181.xml,60790181,"1,423,859,812","14,131,213",0,1,1,1,33.98007174,20.10602448,33.71492317,5.493890154,7.033639207,52.53698782,8.550698566,20.07042254,42.71777025,0,39.17995444,0
"Theft or shoplifting become strong-armed robbery when the perpetrator uses physical force. When the store clerk attempted to stop Michael Brown from stealing the cigars, Brown throttled him and shoved him backward. It would have been shoplifting if the clerk had not attempted to stop the theft. ",William Case,31.816038,Texas,-99.512099,approved,api.nytimes.com/svc/community/v2/comments/user/id/60790181.xml,60790181,"1,423,857,086","14,131,158",0,1,2,1,6.768152006,20.10602448,33.71492317,5.493890154,7.033639207,52.53698782,8.550698566,16.54929577,6.196051438,0,37.35763098,10.99776432
"Today, most criminals drive around in cars. Cops on foot have trouble catching them.",William Case,31.816038,Texas,-99.512099,approved,api.nytimes.com/svc/community/v2/comments/user/id/60790181.xml,60790181,"1,423,860,913","14,131,539",0,1,3,1,7.493434119,20.10602448,33.71492317,5.493890154,7.033639207,52.53698782,8.550698566,4.577464789,20.01837222,0,22.32346241,17.43104403
"Unfortunately, the opposing \""sides\"" will distort Director Comey\'s remarks to fit their own agenda. He said police officers of all races view white and black men differently because their attitudes are affected by working in environments where black males \""commit a hugely disproportionate percent of street crimes.\"" As the article points out, he said the root cause was that  blacks in these areas grow up _in environments lacking role models, adequate education and decent employment.\"" However, the New York Times article distorts the director\'s comments. The article omits the director\'s statement that black males \""commit a hugely disproportionate percent of street crimes\"" and replaces it with an indirect quote saying \""black men are arrested at much higher rates than white men.\"" In other words, black men are arrested at higher rates than white due to prejudiced cops, not because black men commit a \""hugely disproportionate percent of street crimes.\""  ",William Case,31.816038,Texas,-99.512099,approved,api.nytimes.com/svc/community/v2/comments/user/id/60790181.xml,60790181,"1,423,847,148","14,126,813",0,1,1,1,75.30624022,20.10602448,33.71492317,5.493890154,7.033639207,52.53698782,8.550698566,53.16901408,76.92929526,0,75.17084282,0
"Whites stopped and frisked in New York City\'s high crime neighborhoods are more likely to have contraband because cops single them out, knowing they are likely in the neighborhood to buy drugs from black dealers. It\'s a type of profiling. Otherwise, white New Yorkers tend to stay out of black neighborhoods. ",William Case,31.816038,Texas,-99.512099,approved,api.nytimes.com/svc/community/v2/comments/user/id/60790181.xml,60790181,"1,423,856,998","14,130,505",0,1,1,1,25.87180758,20.10602448,33.71492317,5.493890154,7.033639207,52.53698782,8.550698566,18.30985915,53.61936324,0,35.07972665,0
You seem to have misread the article. The FBI director said police officers of all races share the same cynical attitude toward black men because black males commit a disproportionate percent of crimes. Police officers with high levels of melanin feel the same as officers with low levels of melanin.,William Case,31.816038,Texas,-99.512099,approved,api.nytimes.com/svc/community/v2/comments/user/id/60790181.xml,60790181,"1,423,847,934","14,128,936",0,1,1,1,89.21287472,20.10602448,33.71492317,5.493890154,7.033639207,52.53698782,8.550698566,17.25352113,87.23698869,0,46.46924829,0
"Your perception runs counter to the FBI director\'s perception. He said that officers of all races share a cynical view of black males because black males commit a \""hugely disproportionate percent of street crimes.\"" It is not a white cop or black cop syndrome.",William Case,31.816038,Texas,-99.512099,approved,api.nytimes.com/svc/community/v2/comments/user/id/60790181.xml,60790181,"1,423,856,989","14,130,379",0,1,0,1,55.35695563,20.10602448,33.71492317,5.493890154,7.033639207,52.53698782,8.550698566,15.49295775,69.75282318,0,41.23006834,0
Sounds like a good start to a discussion.,Ender,31.816038,TX,-99.512099,approved,api.nytimes.com/svc/community/v2/comments/user/id/146411.xml,146411,"1,423,762,824","14,118,062",0,1,31,1,11.71514314,5.725912935,8.241948419,35.16414173,2.013422702,15.75334352,12.06408738,2.464788732,0,0,14.80637813,54.48508338
"The assertion that we are all a little bit racist is not original and not helpful. The question is how we deal with it. The first point is that police are expected to serve and protect everyone in the same way under the law. If police leadership cannot or does not adopt and enforce this paramount professional standard, then murders and other miscarriages of justice by the police will continue. The second point is that the screening process for hiring police and a reviewing process for retaining them cannot work if there is no psychological profiling to ascertain whether the police are likely to be triggered by racist impulses or not on the job. What matters is not whether police are racist, but whether they are able to restrain it and act in a professional manner, with a respect for all citizens.",Michael L Hays,32.314035,"Las Cruces, NM",-106.779808,approved,api.nytimes.com/svc/community/v2/comments/user/id/34431436.xml,34431436,"1,423,847,625","14,127,184",0,1,1,1,56.90662878,1.835392731,39.31956619,17.380576,17.71653542,59.00605882,17.97707272,49.64788732,62.82424391,5.164319228,61.04783599,0
"The FRI director does now know how many were killed but USA Today does--is that what you are saying?  And since we do not know whether that number is correct, we cannot know whether police killings save more lives than they take (oddly, many of these killings do not involve saving anyone\'s life except perhaps those of the police officers.  We can talk all day about how to explain the 25% blacks killed by police in a general population about 11% black.  Whether \""controversial\"" or not--what defines the term? and what does it matter?--any killing is a loss of life and perhaps an innocent life and usually a loss for no valid reason: the illegal sale of a few loose cigarettes?  running from a curbside drug bust?  I know to a moral certainty that if police killed white males 15-25 at the same rate they killed black males in that age group for the same reasons, even Texans would be outraged.",Michael L Hays,32.314035,"Las Cruces, NM",-106.779808,approved,api.nytimes.com/svc/community/v2/comments/user/id/34431436.xml,34431436,"1,423,868,297","14,132,583",0,1,1,1,51.1216862,1.835392731,39.31956619,17.380576,17.71653542,59.00605882,17.97707272,58.09859155,69.25211942,8.835341524,70.8428246,0
Thanks for opening up about the facts of police inter action with the public.   This should have been said long long ago.  From this it appears you have much more that could be said to help lead this country.,louis. Johnson,32.388456,Waxahachie. tx,-96.928824,approved,api.nytimes.com/svc/community/v2/comments/user/id/70394470.xml,70394470,"1,423,762,818","14,118,018",0,1,9,0,65.39092093,0,10.56603774,0,0,21.4953271,13.23529412,13.38028169,0,0,30.523918,34.86208805
"So, that advice should be amended to \""don\'t resist arrest and don\'t live in a bad neighbourhood\"". Well, that\'s helpful.",Catherine,32.717421,San Diego,-117.162771,approved,api.nytimes.com/svc/community/v2/comments/user/id/16381601.xml,16381601,"1,423,765,702","14,118,729",0,1,13,1,5.572411345,0.245054148,15.05660377,23.591977,15.00000002,26.21495327,9.411764706,7.746478873,15.35269094,0,18.90660592,40.69656387
"I suppose generations of oppression has nothing to do with it? I did smile at the irony that such comments would emerge from a place called \""White Plains\"" though.",Sammi,32.717421,San Diego,-117.162771,approved,api.nytimes.com/svc/community/v2/comments/user/id/69492131.xml,69492131,"1,423,765,481","14,118,601",0,1,23,1,9.085078424,0,6.79245283,34.81473596,0,14.17445483,22.79411765,9.85915493,13.37425473,25.28735621,28.01822323,49.74906825
"It would seem that perhaps the fastest way to solve this problem is to make arrests and subsequent convictions a matter of EOP.  That is, simply do it by way of a ratio.  If more blacks (or whites), for example, are being arrested and charged with crimes in a particular community, the police should simply stop arresting them until the ratio is rebalanced.  Seems the only fair answer given all the social animus that seems to be washing about the media these days.<br/><br/>At the same time, perhaps massive government funding should also be poured into the more desperate communities in the same way Congress pours money into the Pentagon.  It seems that\'s the real threat this nation faces, i.e., the inequality of social advantage that the rich--not middle class, $65K-$150K family income, but rich--have over the poor and the very poor--white or black.<br/><br/>In any event, whatever we do, it\'s an insidious social problem that has been with us too long not for us all to be doing everything we can to change what now exists.",TR2,32.717421,San Diego,-117.162771,approved,api.nytimes.com/svc/community/v2/comments/user/id/67872579.xml,67872579,"1,423,780,130","14,121,453",0,1,2,1,21.4144133,5.103933329,34.36045838,20.44440928,5.521472406,48.5847524,7.966438109,64.43661972,52.40250132,9.751773157,71.98177677,10.99776432
"Finally a public official speaks intelligently about this issue.  It\'s striking how what he is saying is at once so obvious and so little heard.  I exclude the comments he made in 1980, however, and will write those off as those of an idealistic and naive college kid.",Independent Texan,32.776196,Dallas,-96.796899,approved,api.nytimes.com/svc/community/v2/comments/user/id/49079104.xml,49079104,"1,423,773,758","14,119,988",0,1,2,1,15.05256281,1.739461941,27.5556024,36.3896496,20.11173182,41.71148121,36.29641801,16.90140845,9.886183314,7.482993093,33.02961276,10.99776432
"At last, the beginning of a reasonable dialogue. Look at both sides, understand behavioral patterns, understand the perceptions based on experience, understand the statistics, look for the root causes, and then address them. This has been sorely missing. Mr. Comey has done what the President, Al Sharpton, the mayor and the police backers have failed to do - start a reasonable dialogue.",Chris,32.847271,La Jolla,-117.274209,approved,api.nytimes.com/svc/community/v2/comments/user/id/56291784.xml,56291784,"1,423,774,791","14,120,700",0,1,8,1,28.26000154,12.40779164,14.42018782,26.54353265,3.698896804,27.28090551,12.68656716,21.12676056,30.2094991,0,46.46924829,32.99329295
"About Blacks committing crimes, Mr. Comey speaks. With respect to Blacks, he talks of  a \""mental shortcut.\"" Part of our problem is how we define crime - which forms a basis for injustice. On Wall Street, there are Whites who commit serious crimes. Yet, society does not view them as thugs. By a racist system, societal deficits have been placed on African Americans. The  goal of equal treatment under the law falls on all of us.",Bellstar Mason,32.95622,Tristate,-93.45822,approved,api.nytimes.com/svc/community/v2/comments/user/id/66863319.xml,66863319,"1,423,773,347","14,119,550",0,1,2,1,42.76216647,18.39465542,18.34971357,17.81821109,8.356545908,34.09002162,14.31263313,26.05633803,58.06300438,14.66666665,49.65831435,10.99776432
"He would not have had his gun pulled out in a White neighborhood. If he was that scared, he should not have joined the police force.",Bellstar Mason,32.95622,Tristate,-93.45822,approved,api.nytimes.com/svc/community/v2/comments/user/id/66863319.xml,66863319,"1,423,773,455","14,119,636",0,1,0,1,39.21260075,18.39465542,18.34971357,17.81821109,8.356545908,34.09002162,14.31263313,8.802816901,49.5994924,0,22.32346241,0
"You mean well. However, people of color are not the major source of American crime.",Bellstar Mason,32.95622,Tristate,-93.45822,approved,api.nytimes.com/svc/community/v2/comments/user/id/66863319.xml,66863319,"1,423,773,357","14,119,590",0,1,6,1,6.196038003,18.39465542,18.34971357,17.81821109,8.356545908,34.09002162,14.31263313,4.929577465,27.61236478,0,14.80637813,28.42880834
Thank you Director Comey for presenting the issue in an intelligent manner and trusting that it would be understood by the general public. We need this type of thoughtful dialogue  if we wish to advance as a society.,Pat Cotton,33.258882,Alabama,-86.829534,approved,api.nytimes.com/svc/community/v2/comments/user/id/64925173.xml,64925173,"1,423,847,147","14,126,311",0,1,1,1,21.7160144,0.086711468,36.98113208,35.12530439,0,53.73831776,30.88235294,13.02816901,18.65550218,19.29824561,33.02961276,0
"It  is a leap to conclude that pervasive unconscious racial biases prove that the police develop \""mental shortcuts\"".  Whether, and to what extent the police unlawfully discriminate is a concern of the first order.  Addressing the turmoil of Brown/Garner will not be effective if sloppy science is the best we can do.  Until the referenced data regarding police shootings is collected and until there are studies comparing police enforcement against whites and blacks, the FBI director ought not to speculate on what relevant research will show.  Is it too much to ask that we collect data directly related to the issue of police bias when the issue is a powder keg that consistently lies at or near the surface?  ",michjas,33.446768,Phoenix,-112.075672,approved,api.nytimes.com/svc/community/v2/comments/user/id/48147869.xml,48147869,"1,423,765,113","14,118,370",0,1,2,1,71.90030749,52.63911607,24.71281819,19.92997285,20.34393242,40.43991745,12.03859221,41.90140845,59.89578559,6.111111227,55.5808656,10.99776432
"Police officer receive field training prior to assignment.  Continuing education varies widely.  A study of the training found that the teachers and the new officers were highly motivated but the curriculum needed improvement.  In other words, the cops weren\'t the problem:<br/><br/>\""Police academies and FTOs must no longer work at cross-purposes, but instead must formulate a cogent curriculum where the academy and the cruiser are interrelated parts of a continuous learning experience for the trainee.<br/><br/>This study also reveals a magnificent sense of responsibility among FTOs and trainees alike. Though both come to the field training experience with very different concerns, both are motivated by aspirations to achieve a high level of professional success.\""",michjas,33.446768,Phoenix,-112.075672,approved,api.nytimes.com/svc/community/v2/comments/user/id/48147869.xml,48147869,"1,423,772,624","14,119,317",0,1,0,1,30.58730324,52.63911607,24.71281819,19.92997285,20.34393242,40.43991745,12.03859221,40.49295775,29.83996716,0,54.21412301,0
"I\'m an ex-cop and one of the main reasons I quit was what the job was doing to my racial attitudes. Pull over a car full of white teenagers that just ran a red light and generally they are respectful (and sacred). Pull over a car full of black teenagers that just ran a red light and they get right in your face and threaten you.<br/><br/>Is that the police officer\'s fault? I don\'t think so. But when it happens on a daily basis, I guarantee it affects the cop\'s attitudes towards approaching whites and blacks.<br/><br/>When I was a police supervisor -- and this was 40-plus years ago --  encouraged (required, actually) my officers to take their meal breaks in places popular with local young people. Partly to show the flag but also to chat them up and show your human side and discover their human side.<br/><br/>up the street from me, there is a very good steak house with prices that discourage poor folk and every night it is jammed with Phoenix PD officers. This is where they take their meal break.<br/><br/>I have to ask: Why aren\'t they eating by patrol car at fast-food outlets, ethnic food restaurants, places where people from the community they are supposed to serve hang out. Why are they eating at an upscale restaurant in a large group?<br/><br/>What ever happened to community policing?<br/><br/>Thank you, Director Comey, for pointing out that both cops and the community have to work at making community policing a reality.",AJinAZ,33.446768,"Phoenix, AZ",-112.075672,approved,api.nytimes.com/svc/community/v2/comments/user/id/45592437.xml,45592437,"1,423,769,382","14,118,978",1,1,438,1,50.93104834,2.327560598,32.62374143,26.92079606,12.10762321,45.39485632,24.01081509,91.1971831,65.86356198,13.48039219,82.23234624,96.50303998
"Nah, fat fingers, old brain typo.",AJinAZ,33.446768,"Phoenix, AZ",-112.075672,approved,api.nytimes.com/svc/community/v2/comments/user/id/45592437.xml,45592437,"1,423,784,431","14,122,131",0,1,6,1,0,2.327560598,32.62374143,26.92079606,12.10762321,45.39485632,24.01081509,1.76056338,0.814684773,0,14.80637813,28.42880834
"There are a lot of politicians and bureaucrats preparing and rehearsing speeches that demonstrate the right thing to say to the people who vote most. In your response your \""crux of the matter\"" comment, what I have not heard since the Ferguson event is, \""What should the office have done?\"" Can any national conversation answer that question? That is what needs to go into the \""policing\"" manuals. Yes, everyone is biased in every way - as we gradually continuosly improve the conditions in America - what specifically was that cop supposed to do?",Jake Jackson,33.448726,"Fayetteville, GA",-84.454926,approved,api.nytimes.com/svc/community/v2/comments/user/id/71278792.xml,71278792,"1,423,855,113","14,129,975",0,1,0,0,49.11278067,0,30.18867925,22.18961171,0,57.94392523,0,31.69014085,37.68449221,8.058608059,57.17539863,0
The FBI director is not a politician or an elected official &amp; yet I find his views to be thoughtful. I strongly agree with everything the director has to say.  I saw the director being interviewed on 60 minutes and he was also thoughtful in that interview.,Maurelius,33.554852,Westport CT,-82.066172,approved,api.nytimes.com/svc/community/v2/comments/user/id/10555131.xml,10555131,"1,423,783,830","14,122,006",0,1,8,1,33.30901709,3.69992238,18.12618794,37.02592785,4.422604504,27.41126854,13.26781327,16.1971831,22.19867072,23.40425521,30.523918,32.99329295
"I\'ve sat through more than a few counseling sessions with police officers and soldiers suffering from PTSD and I was in the military myself. To answer your questions, rarely is one shot enough. Even if the person is hit in a vital spot he can still keep firing back. The classic example of this was the death of Baby Face Nelson, who even after being almost cut in  half by a burst from a Thompson submachine gun (.45 ACP) still managed to kill the two FBT agents confronting him. A person with a ton of adrenalin (and Lord only knows what street drugs) pouring through his veins, and in enough of a rage that he\'s attacking police does not go down easily. Furthermore, any human being when placed in a life threatening situation tends to repeat whatever action that might ensure his survival. This includes pulling the trigger of one\'s weapon until either the assailant is down or one is out of ammunition (which I admit begs the question regarding the issuing of 15 round magazines).<br/><br/>As for your second question, for someone to be able to shoot with the kind of accuracy you suggest (arms or legs) while under fire him or herself is far too much to expect of the best of marksmen. It also greatly endangers bystanders.<br/><br/>If you\'re truly interested in this issue I would suggest reading David Grossman\'s book, \""On Combat.\""",chuck,33.687439,S C,-80.436374,approved,api.nytimes.com/svc/community/v2/comments/user/id/59756285.xml,59756285,"1,423,847,625","14,127,204",0,1,0,1,26.85055297,3.845373874,35.10504483,37.877706,21.27659582,47.03534315,26.29675984,84.50704225,34.93483919,7.482993093,87.01594533,0
"I listened to Mr. Comey\'s remarks. ( something I suggest that everyone wishing to comment do first.)<br/>His talk was by far the most balanced, empathetic, thoughtful address concerning the issue of racial tension I have heard in recent memory. It puts to shame the demagoguery used by leaders of all sides in this matter. His refreshing honesty acknowledges the subtle racial biases that even the most tolerant of us undoubtedly hold. He does not condemn this, but rather uses it as a basis for constructive suggestions such as community oriented police work and better training.  He stated, correctly, that our law enforcement professionals are and should be held to a higher standard. Whatever biases they may have, they cannot allow such biases to effect their conduct.<br/>But, Mr. Comey\'s address was far more than a lecture on police practice. He (bravely, I believe) also acknowledged the social structure in some communities which creates almost an insurmountable obstacle for some, particularly young men, to overcome.  I note that his comments about this factor went unreported by in this article, which I find disappointing. He articulated it not as an excuse for bad behavior on either side, but as a real problem that must be also be addressed to free communities of an endless cycle.<br/>Mr. Comey has set a noteworthy example. I hope that all of us, the police and the communities can follow it. ",Gene G.,33.719281,"Indio, CA",-116.218805,approved,api.nytimes.com/svc/community/v2/comments/user/id/2343801.xml,2343801,"1,423,783,830","14,121,956",0,1,16,1,61.03359852,3.627429728,52.14087049,30.63315739,29.28286863,69.29106006,11.52449027,82.74647887,51.88771548,15.34170145,87.92710706,43.99105725
"Director Comey, thank you, thank you!<br/>What you say is, of course, true of the USA as a whole.<br/>As someone in retail, even when all our managers by some coincidence were for a short while all African-American, racial \""profiling\"" was still an issue. Who can say that it\'s illogical to pay more attention to people who look like people who\'ve ripped you off before.<br/>   So we get what might initially be seen as bizarre scenarios: my African-American store manager saying, \""head up\"", while I see the that the black guy coming in is dressed in a suit, and simultaneously think, \""thanks, store manager, for caring, and how can you see this guy as a problem?\"".<br/>   And then realize that I see what\'s going on because I actually know the guy--it\'s Bill, who owns a fuel oil company. Otherwise, like our manager, I\'d be thinking of the slick black guy, also in a suit, who ripped us off on a check deal six months ago.<br/><br/>It\'s complicated. In many retails stores, danger is definitely there, which means that decisions can\'t be leisurely. I can only imagine what police deal with, whatever their race.<br/><br/>It\'s not Director Comey\'s job to solve every problem in the USA, but we all know the fundamental problem. Our country\'s history has created a black economic underclass (one could say socioeconomic, except that there are so many things about African-America that we can learn so much from): focusing on our history\'s legacy of unfairness, not pretending that it should somehow heal itself, needs to be top",David X,33.721812,new haven ct,-84.549468,approved,api.nytimes.com/svc/community/v2/comments/user/id/63941004.xml,63941004,"1,423,780,122","14,121,434",0,1,4,1,39.08103147,11.52299058,22.99767569,40.90463841,4.891304405,34.39658676,9.356351237,96.47887324,45.90692482,18.13898715,88.83826879,21.99552863
"\""People hear what they want to hear and disregard the rest\""  <br/><br/>The enlighten liberal Progressive with wonderful and sincere intentions calling out any opposing or cautionary voice a racist, has pushed through policies that have destroyed the Black family.  The result is a dependent, violent and hopeless culture.   Ferguson is a shining example of their work. <br/><br/>A 6\'+ 280 lb felon on drugs brazingly walking down the middle of the road attacks a policeman while he is still in his police cruiser and that young thug\'s resulting death is compared to the 50\'s murder of the young civil rights activist Till . . . by the U.S. Attorney General.<br/><br/>There is really no hope for them. They have been wasted.  <br/><br/>Policies that could lift these poor victims of the Sophomoric Liberal\'s guilt from the despair in which they now live will necessarily require tough measures.   Any of which will be quickly snuffed out by shouts of racism. <br/><br/>They don\'t have a chance. And my tolerance for their cries of discrimination had been exhausted. ",Bob,33.749099,Atlanta,-84.390185,approved,api.nytimes.com/svc/community/v2/comments/user/id/70181869.xml,70181869,"1,423,840,224","14,125,612",0,1,13,1,26.10775726,14.09061349,31.55723271,17.45322879,8.000000108,44.33229492,9.784313725,61.26760563,28.33417227,1.971326131,75.17084282,40.69656387
"As Director Comey bravely asserted, our humanity lies at the core of this issue. Mental shortcuts and physical reflexes can largely bypass our rational, conscious awareness. Many psychologists refer to the \""rider\"" and the \""elephant\"" of our minds. The rider represents our conscious self, a smart but frail being attempting to guide the massive elephant of our subconsciousness. Even the most passionate proponents of equality can harbor subconscious associations which do not conform to their rational views.<br/><br/>Recently, a man named Kevin Davis was shot and killed by police after calling 911 for help in a progressive part of Atlanta. Mr. Davis was attempting to protect his girlfriend from an assailant that recently left the scene. His three-legged pit bull, Tooter, was also shot and killed by the responding officer. Does anyone really believe that a cop wanted to kill the very man that called for help? I hope not. While many details still remain unclear, life and death can come down to a matter of milliseconds. I suspect that Mr. Davis would still be alive today if his skin were a few shades lighter... if there had been a few more milliseconds before a trigger was pulled.",Eric,33.749099,Atlanta,-84.390185,approved,api.nytimes.com/svc/community/v2/comments/user/id/68637315.xml,68637315,"1,423,773,562","14,119,701",0,1,2,1,31.65661317,0,61.13207547,20.0920867,0,76.47975078,2.205882353,69.71830986,26.95855219,14.59369815,72.8929385,10.99776432
"Interesting that one never reads an article in the NYT or Atlanta Journal about black police officers harassing white citizens.  Believe me, it happens, just ask any white person who has been braced, screamed at, and/or cited at Hartsfield Atlanta Airport.  ",Jill,33.749099,Atlanta,-84.390185,approved,api.nytimes.com/svc/community/v2/comments/user/id/46486104.xml,46486104,"1,423,847,147","14,126,474",0,1,0,1,32.1564043,2.100172391,4.721200796,14.68510223,0.958466401,9.255222804,3.833865815,14.43661972,46.61295855,8.730158791,37.35763098,0
"If Police Officers began community policing and got to know people in the neighborhood it could possibly improve the relationship with the Police and the African American community _ but wouldn_t that put Al Sharpton and Jesse Jackson out of their jobs?  <br/><br/>I often think that many African Americans do not want a better relationship with the Police _ that law abiding, responsible citizen and family values thing does not seem to have too much appeal.  Law suites, camera time and blaming others seems to be a lot more fun.",Josh,33.749099,Atlanta,-84.390185,approved,api.nytimes.com/svc/community/v2/comments/user/id/46868464.xml,46868464,"1,423,787,587","14,122,623",0,1,6,1,62.09981454,3.827599484,28.33506117,27.60850271,9.89010991,41.07151414,44.53458306,31.33802817,66.22065976,3.985507163,43.0523918,28.42880834
Your comments are proof points for the biases that Mr. Comey spoke of so intelligently. It is not the bad apples people are trying to protect. It is the innocent 12 year old boy in Cleveland or the young man in Brooklyn that was gunned down. Why is Clive Bundy\'s son alive after he resisted arrest but Eric Garner is dead?,We are accountable,33.749099,Atlanta,-84.390185,approved,api.nytimes.com/svc/community/v2/comments/user/id/36063174.xml,36063174,"1,423,776,934","14,120,973",0,1,15,1,15.98510467,1.45603006,34.02921487,29.4113599,6.451612806,47.34532542,16.72991778,21.47887324,16.99289361,5.913978394,43.0523918,42.96706197
"His insight into human conditions and behavior are very penetrating. Economic opportunity, social interaction, and conscious awareness of dark judgments are keys to confronting social conflict and despair at the local and international level. ",Jeff Stockwell,33.749099,"Atlanta, GA",-84.390185,approved,api.nytimes.com/svc/community/v2/comments/user/id/1584994.xml,1584994,"1,423,791,940","14,122,472",0,1,3,1,0.562673872,2.008317324,27.96713329,10.43563128,5.806451706,45.65973268,2.063567362,11.61971831,9.214755083,0,35.07972665,17.43104403
